Weapon Class,Weapon,1h R1 1,1h R1 2,1h R1 3,1h R1 4,1h R1 5,1h R1 6,1h R2 1,1h R2 2,1h Charged R2 1,1h Charged R2 2,1h Running R1,1h Running R2,1h Rolling R1,1h Backstep R1,1h Jumping R1,1h Jumping R2,1h Guard Counter,2h R1 1,2h R1 2,2h R1 3,2h R1 4,2h R1 5,2h R1 6,2h R2 1,2h R2 2,2h Charged R2 1,2h Charged R2 2,2h Running R1,2h Running R2,2h Rolling R1,2h Backstep R1,2h Jumping R1,2h Jumping R2,2h Guard Counter,Offhand R1 1,Offhand R1 2,Offhand R1 3,Offhand R1 4,Offhand R1 5,Offhand R1 6,Backstab,Riposte,Shieldpoke,1h Charged R2 1 Feint,1h Charged R2 2 Feint,2h Charged R2 1 Feint,2h Charged R2 2 Feint,Paired L1 1,Paired L1 2,Paired L1 3,Paired L1 4,Paired L1 5,Paired L1 6,Paired Running L1,Paired Rolling L1,Paired Backstep L1,Paired Jumping L1,,Mounted R1 1,Mounted R1 2,Mounted R1 3,Mounted R2,Mounted R2 Charging,Mounted Charged R2,Mounted L1 1,Mounted L1 2,Mounted L1 3,Mounted L2,Mounted L2 Charging,Mounted Charged L2
Greataxe,Greataxe,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Greataxe,Crescent Moon Axe,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Greataxe,Longhaft Axe,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Greataxe,Executioner's Greataxe,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Greataxe,Great Omenkiller Cleaver,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Greataxe,Rusted Anchor,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Greataxe,Butchering Knife,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Greataxe,Gargoyle's Great Axe,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Greataxe,Gargoyle's Black Axe,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Greataxe,Winged Greathorn,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
Greataxe,Axe of Godrick,137.363,137.363,137.363,148.5,,,148.5,148.5,445.5,445.5,137.363,148.5,137.363,137.363,137.363,297,445.5,178.2,178.2,178.2,193.05,,,163.35,163.35,490.05,490.05,178.2,163.35,178.2,178.2,178.2,326.7,490.05,137.363,137.363,137.363,148.5,,,0,0,,,,,,82.418 + 82.418,82.418 + 82.418,89.1 + 89.1,,,,82.418 + 82.418,82.418 + 82.418,82.418 + 82.418,178.2 + 178.2,,137.363,137.363,148.5,148.5,37.125,445.5,137.363,137.363,148.5,148.5,37.125,445.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammer,Club,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Curved Club,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Spiked Club,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Stone Club,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Mace,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Morning Star,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Warpick,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Hammer,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Monk's Flamemace,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Varré's Bouquet,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Envoy's Horn,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Nox Flowing Hammer,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Ringed Finger,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Scepter of the All-Knowing,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
Hammer,Marika's Hammer,87.75,87.75,87.75,87.75,175.5,,175.5,175.5,491.4,491.4,87.75,175.5,87.75,87.75,131.625,324.675,491.4,114.075,114.075,114.075,114.075,228.15,,193.05,193.05,535.275,535.275,114.075,193.05,114.075,114.075,131.625,351,535.275,87.75,87.75,87.75,87.75,175.5,,0,0,,,,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,35.1 + 87.75 + 87.75,,,52.65 + 52.65,52.65 + 52.65,52.65 + 52.65,193.05 + 193.05,,87.75,87.75,175.5,175.5,43.875,526.5,87.75,87.75,175.5,175.5,43.875,526.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flail,Flail,81,81,81,162,,,162,162,486,486,81,162,81,81,121.5,324,486,105.3,105.3,105.3,210.6,,,178.2,178.2,534.6,534.6,105.3,178.2,105.3,105.3,121.5,356.4,534.6,81,81,81,162,,,0,0,,,,,,32.4 + 64.8,32.4 + 64.8,48.6 + 48.6,81 + 32.4 + 81,,,32.4 + 64.8,48.6 + 48.6,32.4 + 64.8,194.4 + 194.4,,81,81,162,162,40.5,486,81,81,162,162,40.5,486
Flail,Nightrider Flail,81,81,81,162,,,162,162,486,486,81,162,81,81,121.5,324,486,105.3,105.3,105.3,210.6,,,178.2,178.2,534.6,534.6,105.3,178.2,105.3,105.3,121.5,356.4,534.6,81,81,81,162,,,0,0,,,,,,32.4 + 64.8,32.4 + 64.8,48.6 + 48.6,81 + 32.4 + 81,,,32.4 + 64.8,48.6 + 48.6,32.4 + 64.8,194.4 + 194.4,,81,81,162,162,40.5,486,81,81,162,162,40.5,486
Flail,Chainlink Flail,81,81,81,162,,,162,162,486,486,81,162,81,81,121.5,324,486,105.3,105.3,105.3,210.6,,,178.2,178.2,534.6,534.6,105.3,178.2,105.3,105.3,121.5,356.4,534.6,81,81,81,162,,,0,0,,,,,,32.4 + 64.8,32.4 + 64.8,48.6 + 48.6,81 + 32.4 + 81,,,32.4 + 64.8,48.6 + 48.6,32.4 + 64.8,194.4 + 194.4,,81,81,162,162,40.5,486,81,81,162,162,40.5,486
Flail,Family Heads,81,81,81,162,,,162,162,486,486,81,162,81,81,121.5,324,486,105.3,105.3,105.3,210.6,,,178.2,178.2,534.6,534.6,105.3,178.2,105.3,105.3,121.5,356.4,534.6,81,81,81,162,,,0,0,,,,,,32.4 + 64.8,32.4 + 64.8,48.6 + 48.6,81 + 32.4 + 81,,,32.4 + 64.8,48.6 + 48.6,32.4 + 64.8,194.4 + 194.4,,81,81,162,162,40.5,486,81,81,162,162,40.5,486
Flail,Bastard's Stars,81,81,81,162,,,162,162,486,486,81,162,81,81,121.5,324,486,105.3,105.3,105.3,210.6,,,178.2,178.2,534.6,534.6,105.3,178.2,105.3,105.3,121.5,356.4,534.6,81,81,81,162,,,0,0,,,,,,32.4 + 64.8,32.4 + 64.8,48.6 + 48.6,81 + 32.4 + 81,,,32.4 + 64.8,48.6 + 48.6,32.4 + 64.8,194.4 + 194.4,,81,81,162,162,40.5,486,81,81,162,162,40.5,486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Hammer,Large Club,174.825,174.825,174.825,189,,,189,189,529.2,529.2,174.825,189,174.825,174.825,174.825,349.65,567,226.8,226.8,226.8,245.7,,,207.9,207.9,576.45,576.45,226.8,207.9,226.8,226.8,226.8,415.8,576.45,174.825,174.825,174.825,189,,,0,0,,,,,,104.895 + 104.895,104.895 + 104.895,113.4 + 113.4,,,,104.895 + 104.895,104.895 + 104.895,104.895 + 104.895,207.9 + 207.9,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Curved Great Club,174.825,174.825,174.825,189,,,189,189,529.2,529.2,174.825,189,174.825,174.825,174.825,349.65,567,226.8,226.8,226.8,245.7,,,207.9,207.9,576.45,576.45,226.8,207.9,226.8,226.8,226.8,415.8,576.45,174.825,174.825,174.825,189,,,0,0,,,,,,104.895 + 104.895,104.895 + 104.895,113.4 + 113.4,,,,104.895 + 104.895,104.895 + 104.895,104.895 + 104.895,207.9 + 207.9,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Great Mace,174.825,174.825,174.825,189,,,189,189,529.2,529.2,174.825,189,174.825,174.825,174.825,349.65,567,226.8,226.8,226.8,245.7,,,207.9,207.9,576.45,576.45,226.8,207.9,226.8,226.8,226.8,415.8,576.45,174.825,174.825,174.825,189,,,0,0,,,,,,104.895 + 104.895,104.895 + 104.895,113.4 + 113.4,,,,104.895 + 104.895,104.895 + 104.895,104.895 + 104.895,207.9 + 207.9,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Pickaxe,174.825,174.825,174.825,189,,,189,189,529.2,529.2,174.825,189,174.825,174.825,174.825,349.65,529.2,226.8,226.8,226.8,245.7,,,207.9,207.9,576.45,576.45,226.8,207.9,226.8,226.8,226.8,387.45,576.45,174.825,174.825,174.825,189,,,0,0,,,,,,104.895 + 104.895,104.895 + 104.895,113.4 + 113.4,,,,104.895 + 104.895,104.895 + 104.895,104.895 + 104.895,207.9 + 207.9,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Brick Hammer,174.825,174.825,174.825,189,,,189,189,529.2,529.2,174.825,189,174.825,174.825,174.825,349.65,567,226.8,226.8,226.8,245.7,,,207.9,207.9,576.45,576.45,226.8,207.9,226.8,226.8,226.8,415.8,576.45,174.825,174.825,174.825,189,,,0,0,,,,,,104.895 + 104.895,104.895 + 104.895,113.4 + 113.4,,,,104.895 + 104.895,104.895 + 104.895,104.895 + 104.895,207.9 + 207.9,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Battle Hammer,174.825,174.825,174.825,189,,,189,189,529.2,529.2,174.825,189,174.825,174.825,174.825,349.65,567,226.8,226.8,226.8,245.7,,,207.9,207.9,576.45,576.45,226.8,207.9,226.8,226.8,226.8,415.8,576.45,174.825,174.825,174.825,189,,,0,0,,,,,,104.895 + 104.895,104.895 + 104.895,113.4 + 113.4,,,,104.895 + 104.895,104.895 + 104.895,104.895 + 104.895,207.9 + 207.9,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Rotten Battle Hammer,174.825,174.825,174.825,189,,,189,189,529.2,529.2,174.825,189,174.825,174.825,174.825,349.65,567,226.8,226.8,226.8,245.7,,,207.9,207.9,576.45,576.45,226.8,207.9,226.8,226.8,226.8,415.8,576.45,174.825,174.825,174.825,189,,,0,0,,,,,,104.895 + 104.895,104.895 + 104.895,113.4 + 113.4,,,,104.895 + 104.895,104.895 + 104.895,104.895 + 104.895,207.9 + 207.9,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Celebrant's Skull,174.825,174.825,174.825,189,,,189,189,529.2,529.2,174.825,189,174.825,174.825,174.825,349.65,567,226.8,226.8,226.8,245.7,,,207.9,207.9,576.45,576.45,226.8,207.9,226.8,226.8,226.8,415.8,576.45,174.825,174.825,174.825,189,,,0,0,,,,,,104.895 + 104.895,104.895 + 104.895,113.4 + 113.4,,,,104.895 + 104.895,104.895 + 104.895,104.895 + 104.895,207.9 + 207.9,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Great Stars,174.825,174.825,174.825,189,,,189,189,529.2,529.2,174.825,189,174.825,174.825,174.825,349.65,567,226.8,226.8,226.8,245.7,,,207.9,207.9,576.45,576.45,226.8,207.9,226.8,226.8,226.8,415.8,576.45,174.825,174.825,174.825,189,,,0,0,,,,,,104.895 + 104.895,104.895 + 104.895,113.4 + 113.4,,,,104.895 + 104.895,104.895 + 104.895,104.895 + 104.895,207.9 + 207.9,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Greathorn Hammer,174.825,174.825,174.825,189,,,189,189,529.2,529.2,174.825,189,174.825,174.825,174.825,349.65,567,226.8,226.8,226.8,245.7,,,207.9,207.9,576.45,576.45,226.8,207.9,226.8,226.8,226.8,415.8,576.45,174.825,174.825,174.825,189,,,0,0,,,,,,104.895 + 104.895,104.895 + 104.895,113.4 + 113.4,,,,104.895 + 104.895,104.895 + 104.895,104.895 + 104.895,207.9 + 207.9,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Envoy's Long Horn,174.825,174.825,174.825,189,,,189,189,529.2,529.2,174.825,189,174.825,174.825,174.825,349.65,567,226.8,226.8,226.8,245.7,,,207.9,207.9,576.45,576.45,226.8,207.9,226.8,226.8,226.8,415.8,576.45,174.825,174.825,174.825,189,,,0,0,,,,,,104.895 + 104.895,104.895 + 104.895,113.4 + 113.4,,,,104.895 + 104.895,104.895 + 104.895,104.895 + 104.895,207.9 + 207.9,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Cranial Vessel Candlestand,174.825,174.825,174.825,189,,,189,189,529.2,529.2,174.825,189,174.825,174.825,174.825,349.65,567,226.8,226.8,226.8,245.7,,,207.9,207.9,576.45,576.45,226.8,207.9,226.8,226.8,226.8,415.8,576.45,174.825,174.825,174.825,189,,,0,0,,,,,,104.895 + 104.895,104.895 + 104.895,113.4 + 113.4,,,,104.895 + 104.895,104.895 + 104.895,104.895 + 104.895,207.9 + 207.9,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Beastclaw Greathammer,174.825,174.825,174.825,189,,,189,283.5,529.2,529.2,174.825,189,174.825,174.825,174.825,349.65,567,226.8,226.8,226.8,245.7,,,207.9,207.9,576.45,576.45,226.8,207.9,226.8,226.8,226.8,415.8,576.45,174.825,174.825,174.825,189,,,0,0,,,,,,104.895 + 104.895,104.895 + 104.895,113.4 + 113.4,,,,104.895 + 104.895,104.895 + 104.895,104.895 + 104.895,207.9 + 207.9,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
Great Hammer,Devourer's Scepter,174.825,174.825,174.825,189,,,189,189,529.2,529.2,174.825,189,174.825,174.825,174.825,349.65,567,226.8,226.8,226.8,245.7,,,207.9,207.9,576.45,576.45,226.8,207.9,226.8,226.8,226.8,415.8,576.45,174.825,174.825,174.825,189,,,0,0,,,,,,104.895 + 104.895,104.895 + 104.895,113.4 + 113.4,,,,104.895 + 104.895,104.895 + 104.895,104.895 + 104.895,207.9 + 207.9,,174.825,174.825,189,189,47.25,567,174.825,174.825,189,189,47.25,567
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colossal Weapon,Duelist Greataxe,194.4,194.4,194.4,,,,194.4,194.4,486,486,194.4,194.4,194.4,194.4,194.4,324,486,252.72,252.72,252.72,,,,252.72,252.72,486,486,252.72,252.72,252.72,252.72,252.72,356.4,534.6,194.4,194.4,194.4,,,,0,0,,,,,,116.64 + 116.64,116.64 + 116.64,116.64 + 116.64,,,,71.28 + 162,116.64 + 116.64,162 + 71.28,194.4 + 194.4,,194.4,194.4,194.4,194.4,40.5,486,194.4,194.4,194.4,194.4,40.5,486
